,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Presentations Text,Agenda Text,Agenda Packet Text,Minutes Text,Written Communications Text,YouTube Transcription Text,Video Text,Audio Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Presentations URL,Agenda URL,Agenda Packet URL,Minutes URL,Written Communications URL,YouTube Transcription URL,Video URL,Audio URL
64,City Council,12/3/2014,,6:45 PM,"10350 Torre Avenue, Council ChamberContinued from December 2",Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Video,AudioDownload,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22534&GUID=759DE527-B7CF-4B4C-88AB-B83875AB732D,,https://cupertino.legistar.com/View.ashx?M=IC&ID=395749&GUID=B9F5CB76-805B-44C3-A55B-72EA377C51D5,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=395749&GUID=B9F5CB76-805B-44C3-A55B-72EA377C51D5&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=395749&GUID=B9F5CB76-805B-44C3-A55B-72EA377C51D5,,https://cupertino.legistar.com/View.ashx?M=M&ID=395749&GUID=B9F5CB76-805B-44C3-A55B-72EA377C51D5,,,https://cupertino.legistar.com/#,https://cupertino.legistar.com/#
65,Teen Commission,12/3/2014,,6:30 PM,Quinlan Community CenterSpecial Meeting,Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23092&GUID=E565B595-5FED-4380-9467-E8B37961AFC2,,https://cupertino.legistar.com/View.ashx?M=IC&ID=360442&GUID=5FC6A6DB-ABD3-4686-A344-C98237961FF0,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=360442&GUID=5FC6A6DB-ABD3-4686-A344-C98237961FF0&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=360442&GUID=5FC6A6DB-ABD3-4686-A344-C98237961FF0,,https://cupertino.legistar.com/View.ashx?M=M&ID=360442&GUID=5FC6A6DB-ABD3-4686-A344-C98237961FF0,,,,
66,City Council,12/2/2014,,6:30 PM,"10350 Torre Avenue, Council Chamber",Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Video,AudioDownload,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22534&GUID=759DE527-B7CF-4B4C-88AB-B83875AB732D,,https://cupertino.legistar.com/View.ashx?M=IC&ID=395499&GUID=8C8FD15F-BB26-4EF8-9701-83CC2B07DBAC,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=395499&GUID=8C8FD15F-BB26-4EF8-9701-83CC2B07DBAC&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=395499&GUID=8C8FD15F-BB26-4EF8-9701-83CC2B07DBAC,,https://cupertino.legistar.com/View.ashx?M=M&ID=395499&GUID=8C8FD15F-BB26-4EF8-9701-83CC2B07DBAC,,,https://cupertino.legistar.com/#,https://cupertino.legistar.com/#
67,Administrative Hearing,11/27/2014,,5:00 PM,Conference Room CCancelled - Thanksgiving Day,Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22535&GUID=583BF1FB-644B-4CB1-9972-D71D2380C28E,,https://cupertino.legistar.com/View.ashx?M=IC&ID=342684&GUID=A17729E7-E29E-4F20-BA43-277BAD745A73,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=342684&GUID=A17729E7-E29E-4F20-BA43-277BAD745A73&Options=info&Search=,,,,,,,,
68,Teen Commission,11/26/2014,,6:30 PM,Quinlan Community CenterCancelled,Meeting details,Not available,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23092&GUID=E565B595-5FED-4380-9467-E8B37961AFC2,,https://cupertino.legistar.com/View.ashx?M=IC&ID=359681&GUID=E97864EF-2D3A-43D4-91A4-7196688D238B,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=359681&GUID=E97864EF-2D3A-43D4-91A4-7196688D238B&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=359681&GUID=E97864EF-2D3A-43D4-91A4-7196688D238B,,,,,,
69,Administrative Hearing,11/26/2014,,5:00 PM,Conference Room CSpecial Meeting,Meeting details,Not available,Cancellation notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22535&GUID=583BF1FB-644B-4CB1-9972-D71D2380C28E,,https://cupertino.legistar.com/View.ashx?M=IC&ID=342683&GUID=B3F16A55-3BE0-49A2-B9C1-1C1EE3CF6B71,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=342683&GUID=B3F16A55-3BE0-49A2-B9C1-1C1EE3CF6B71&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=342683&GUID=B3F16A55-3BE0-49A2-B9C1-1C1EE3CF6B71,,,,,,
70,Planning Commission,11/25/2014,,6:45 PM,"10350 Torre Avenue, Council Chamber",Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Video,AudioDownload,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22538&GUID=D3B7D79F-7049-469E-8B05-0E51C580B6E5,,https://cupertino.legistar.com/View.ashx?M=IC&ID=299274&GUID=E3D760D9-D793-4FC8-8B98-B37888F47B40,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=299274&GUID=E3D760D9-D793-4FC8-8B98-B37888F47B40&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=299274&GUID=E3D760D9-D793-4FC8-8B98-B37888F47B40,,https://cupertino.legistar.com/View.ashx?M=M&ID=299274&GUID=E3D760D9-D793-4FC8-8B98-B37888F47B40,,,https://cupertino.legistar.com/#,https://cupertino.legistar.com/#
71,Library Commission,11/25/2014,,,,Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23089&GUID=82144D6A-94F6-4207-B502-D8C42E4E1C41,,https://cupertino.legistar.com/View.ashx?M=IC&ID=360337&GUID=3597E09E-09D7-466D-B97C-00E79CA550BB,,,,,,,,,,,
72,Fine Arts Commission,11/24/2014,,7:00 PM,,Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23087&GUID=B9B4CED8-90A4-48B4-A310-82855DD76141,,https://cupertino.legistar.com/View.ashx?M=IC&ID=346647&GUID=75D366C4-7B87-4F25-A172-4B5BC6AA5238,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=346647&GUID=75D366C4-7B87-4F25-A172-4B5BC6AA5238&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=346647&GUID=75D366C4-7B87-4F25-A172-4B5BC6AA5238,,,,,,
73,Design Review Committee,11/20/2014,,5:00 PM,Conference Room C,Meeting details,Not available,Cancellation notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23085&GUID=2B447559-086A-4000-9EEA-4BD3D28DF058,,https://cupertino.legistar.com/View.ashx?M=IC&ID=342680&GUID=B6684E72-972E-4281-97B2-76090B9EF38C,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=342680&GUID=B6684E72-972E-4281-97B2-76090B9EF38C&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=342680&GUID=B6684E72-972E-4281-97B2-76090B9EF38C,,,,,,
74,Environmental Review Committee,11/20/2014,,9:30 AM,Conference Room C,Meeting details,Not available,Cancellation notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23086&GUID=E2468B1F-ED78-49B3-B707-3A87188587B6,,https://cupertino.legistar.com/View.ashx?M=IC&ID=342681&GUID=53244D4E-CB60-435F-ADC4-2B9A3D4B234B,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=342681&GUID=53244D4E-CB60-435F-ADC4-2B9A3D4B234B&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=342681&GUID=53244D4E-CB60-435F-ADC4-2B9A3D4B234B,,,,,,
75,Bicycle Pedestrian Commission,11/19/2014,,7:00 PM,"10300 Torre Ave., Conf. Room ACancelled",Meeting details,Not available,Cancellation notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22794&GUID=DA4EFDBB-359F-4536-B6AE-E3BED44110B2,,https://cupertino.legistar.com/View.ashx?M=IC&ID=323189&GUID=31062606-8493-4C26-BC05-9C8D235109D1,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=323189&GUID=31062606-8493-4C26-BC05-9C8D235109D1&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=323189&GUID=31062606-8493-4C26-BC05-9C8D235109D1,,,,,,
76,City Council,11/18/2014,,6:45 PM,"10350 Torre Avenue, Council ChamberAMENDED",Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Video,AudioDownload,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22534&GUID=759DE527-B7CF-4B4C-88AB-B83875AB732D,,https://cupertino.legistar.com/View.ashx?M=IC&ID=395492&GUID=A6954CC7-EAA6-4A4A-8F99-383A700DCE50,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=395492&GUID=A6954CC7-EAA6-4A4A-8F99-383A700DCE50&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=395492&GUID=A6954CC7-EAA6-4A4A-8F99-383A700DCE50,,https://cupertino.legistar.com/View.ashx?M=M&ID=395492&GUID=A6954CC7-EAA6-4A4A-8F99-383A700DCE50,,,https://cupertino.legistar.com/#,https://cupertino.legistar.com/#
77,Public Safety Commission,11/13/2014,,6:30 PM,"10300 Torre Ave., Conf. Room EOCSpecial Meeting",Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23091&GUID=54D4C363-B8EB-443D-BCEE-5E4FD02C8C11,,https://cupertino.legistar.com/View.ashx?M=IC&ID=373253&GUID=65C3F5DF-E908-47D1-8F70-FC59F9F0111D,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=373253&GUID=65C3F5DF-E908-47D1-8F70-FC59F9F0111D&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=373253&GUID=65C3F5DF-E908-47D1-8F70-FC59F9F0111D,,https://cupertino.legistar.com/View.ashx?M=M&ID=373253&GUID=65C3F5DF-E908-47D1-8F70-FC59F9F0111D,,,,
78,Public Safety Commission,11/13/2014,,6:00 PM,"10300 Torre Ave., Conf. Room A",Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23091&GUID=54D4C363-B8EB-443D-BCEE-5E4FD02C8C11,,https://cupertino.legistar.com/View.ashx?M=IC&ID=323198&GUID=81BB5E4D-FDE5-454A-93B4-0DE88C79EEF1,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=323198&GUID=81BB5E4D-FDE5-454A-93B4-0DE88C79EEF1&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=323198&GUID=81BB5E4D-FDE5-454A-93B4-0DE88C79EEF1,,https://cupertino.legistar.com/View.ashx?M=M&ID=323198&GUID=81BB5E4D-FDE5-454A-93B4-0DE88C79EEF1,,,,
79,Administrative Hearing,11/13/2014,,5:00 PM,Conference Room C,Meeting details,Not available,Agenda Packet,Not available,Approved Minutes,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22535&GUID=583BF1FB-644B-4CB1-9972-D71D2380C28E,,https://cupertino.legistar.com/View.ashx?M=IC&ID=342682&GUID=3A8DF772-EEC0-4633-962D-104BF5DA8509,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=342682&GUID=3A8DF772-EEC0-4633-962D-104BF5DA8509&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=342682&GUID=3A8DF772-EEC0-4633-962D-104BF5DA8509,,https://cupertino.legistar.com/View.ashx?M=M&ID=342682&GUID=3A8DF772-EEC0-4633-962D-104BF5DA8509,,,,
80,Housing Commission,11/13/2014,,9:00 AM,Conference Room C,Meeting details,Not available,Agenda,Not available,Cancellation Notice-Lack of Quorum,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23088&GUID=E3F97C7E-3705-41B8-907A-ABEDC50EDFF1,,https://cupertino.legistar.com/View.ashx?M=IC&ID=346645&GUID=F342F759-6B2B-4FDD-AA42-8DEEADD175F8,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=346645&GUID=F342F759-6B2B-4FDD-AA42-8DEEADD175F8&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=346645&GUID=F342F759-6B2B-4FDD-AA42-8DEEADD175F8,,https://cupertino.legistar.com/View.ashx?M=M&ID=346645&GUID=F342F759-6B2B-4FDD-AA42-8DEEADD175F8,,,,
81,Teen Commission,11/12/2014,,6:30 PM,Quinlan Community Center,Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23092&GUID=E565B595-5FED-4380-9467-E8B37961AFC2,,https://cupertino.legistar.com/View.ashx?M=IC&ID=357584&GUID=D1B0D679-1780-4161-9422-74F0DB109DCD,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=357584&GUID=D1B0D679-1780-4161-9422-74F0DB109DCD&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=357584&GUID=D1B0D679-1780-4161-9422-74F0DB109DCD,,https://cupertino.legistar.com/View.ashx?M=M&ID=357584&GUID=D1B0D679-1780-4161-9422-74F0DB109DCD,,,,
82,Planning Commission,11/11/2014,,6:45 PM,"10350 Torre Avenue, Council ChamberCancelled",Meeting details,Not available,Cancellation notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22538&GUID=D3B7D79F-7049-469E-8B05-0E51C580B6E5,,https://cupertino.legistar.com/View.ashx?M=IC&ID=299273&GUID=8FA6D384-A264-4C5E-BBD0-148E49428954,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=299273&GUID=8FA6D384-A264-4C5E-BBD0-148E49428954&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=299273&GUID=8FA6D384-A264-4C5E-BBD0-148E49428954,,,,,,
83,Planning Commission,11/10/2014,,6:45 PM,"10300 Torre Ave, Room 100/EOCSpecial Meeting",Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Video,AudioDownload,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22538&GUID=D3B7D79F-7049-469E-8B05-0E51C580B6E5,,https://cupertino.legistar.com/View.ashx?M=IC&ID=342677&GUID=8D702585-607A-44A9-B1B2-6D7F0075A7E0,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=342677&GUID=8D702585-607A-44A9-B1B2-6D7F0075A7E0&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=342677&GUID=8D702585-607A-44A9-B1B2-6D7F0075A7E0,,https://cupertino.legistar.com/View.ashx?M=M&ID=342677&GUID=8D702585-607A-44A9-B1B2-6D7F0075A7E0,,,https://cupertino.legistar.com/#,https://cupertino.legistar.com/#
84,City Council,11/10/2014,,6:45 PM,"10350 Torre Avenue, Council ChamberSpecial Meeting",Meeting details,Not available,Agenda Packet,Not available,Minutes,Not available,Not available,Video,AudioDownload,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22534&GUID=759DE527-B7CF-4B4C-88AB-B83875AB732D,,https://cupertino.legistar.com/View.ashx?M=IC&ID=399580&GUID=0B05AAA3-9489-4B2B-B980-4903D66A8B41,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=399580&GUID=0B05AAA3-9489-4B2B-B980-4903D66A8B41&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=399580&GUID=0B05AAA3-9489-4B2B-B980-4903D66A8B41,,https://cupertino.legistar.com/View.ashx?M=M&ID=399580&GUID=0B05AAA3-9489-4B2B-B980-4903D66A8B41,,,https://cupertino.legistar.com/#,https://cupertino.legistar.com/#
85,Parks and Recreation Commission,11/6/2014,,7:00 PM,Community Hall,Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Video,AudioDownload,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23090&GUID=2EF4EA37-633F-439B-B4C7-FD12541BFAEF,,https://cupertino.legistar.com/View.ashx?M=IC&ID=357064&GUID=66798F77-98E9-40AF-8EE9-5AF2ADE7A0E9,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=357064&GUID=66798F77-98E9-40AF-8EE9-5AF2ADE7A0E9&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=357064&GUID=66798F77-98E9-40AF-8EE9-5AF2ADE7A0E9,,https://cupertino.legistar.com/View.ashx?M=M&ID=357064&GUID=66798F77-98E9-40AF-8EE9-5AF2ADE7A0E9,,,https://cupertino.legistar.com/#,https://cupertino.legistar.com/#
86,Bicycle Pedestrian Commission,11/6/2014,,7:00 PM,"Quinlan Community Center, Cupertino Room, 10185 N. Stelling RoadSpecial Meeting",Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22794&GUID=DA4EFDBB-359F-4536-B6AE-E3BED44110B2,,https://cupertino.legistar.com/View.ashx?M=IC&ID=359611&GUID=F51A378E-2A71-4C11-8C75-0AA87124221E,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=359611&GUID=F51A378E-2A71-4C11-8C75-0AA87124221E&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=359611&GUID=F51A378E-2A71-4C11-8C75-0AA87124221E,,https://cupertino.legistar.com/View.ashx?M=M&ID=359611&GUID=F51A378E-2A71-4C11-8C75-0AA87124221E,,,,
87,Planning Commission,11/6/2014,,7:00 PM,"10185 N. Stelling Rd, Quinlan CenterSpecial Meeting",Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22538&GUID=D3B7D79F-7049-469E-8B05-0E51C580B6E5,,https://cupertino.legistar.com/View.ashx?M=IC&ID=361063&GUID=B065D6EA-F388-4732-A528-B4C9F5F9F3AE,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=361063&GUID=B065D6EA-F388-4732-A528-B4C9F5F9F3AE&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=361063&GUID=B065D6EA-F388-4732-A528-B4C9F5F9F3AE,,https://cupertino.legistar.com/View.ashx?M=M&ID=361063&GUID=B065D6EA-F388-4732-A528-B4C9F5F9F3AE,,,,
88,City Council,11/6/2014,,7:00 PM,"Quinlan Community Center, Cupertino Room, 10185 N. Stelling RoadSpecial Cupertino City Council Community Workshop",Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Video,AudioDownload,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22534&GUID=759DE527-B7CF-4B4C-88AB-B83875AB732D,,https://cupertino.legistar.com/View.ashx?M=IC&ID=395734&GUID=24E94795-461C-4031-9A86-EBD067AC25A6,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=395734&GUID=24E94795-461C-4031-9A86-EBD067AC25A6&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=395734&GUID=24E94795-461C-4031-9A86-EBD067AC25A6,,https://cupertino.legistar.com/View.ashx?M=M&ID=395734&GUID=24E94795-461C-4031-9A86-EBD067AC25A6,,,https://cupertino.legistar.com/#,https://cupertino.legistar.com/#
89,Design Review Committee,11/6/2014,,5:00 PM,Conference Room C,Meeting details,Not available,Cancellation notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23085&GUID=2B447559-086A-4000-9EEA-4BD3D28DF058,,https://cupertino.legistar.com/View.ashx?M=IC&ID=342678&GUID=23C71239-B36E-42F8-933F-31F255EB2C3B,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=342678&GUID=23C71239-B36E-42F8-933F-31F255EB2C3B&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=342678&GUID=23C71239-B36E-42F8-933F-31F255EB2C3B,,,,,,
90,Environmental Review Committee,11/6/2014,,9:30 AM,Conference Room C,Meeting details,Not available,Cancellation notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23086&GUID=E2468B1F-ED78-49B3-B707-3A87188587B6,,https://cupertino.legistar.com/View.ashx?M=IC&ID=342679&GUID=A8E6DEEA-EC9B-4C88-ADC5-0E0D909D892F,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=342679&GUID=A8E6DEEA-EC9B-4C88-ADC5-0E0D909D892F&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=342679&GUID=A8E6DEEA-EC9B-4C88-ADC5-0E0D909D892F,,,,,,
91,Library Commission,11/5/2014,,7:00 PM,Conference Room C,Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23089&GUID=82144D6A-94F6-4207-B502-D8C42E4E1C41,,https://cupertino.legistar.com/View.ashx?M=IC&ID=367714&GUID=DADD4BB0-8EE9-4694-B793-28A68E31FDD9,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=367714&GUID=DADD4BB0-8EE9-4694-B793-28A68E31FDD9&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=367714&GUID=DADD4BB0-8EE9-4694-B793-28A68E31FDD9,,https://cupertino.legistar.com/View.ashx?M=M&ID=367714&GUID=DADD4BB0-8EE9-4694-B793-28A68E31FDD9,,,,
92,TICC,11/5/2014,,7:00 PM,"10300 Torre Avenue, City Hall Conference Room A",Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23093&GUID=1A328291-57A3-49C3-BAC7-23F4880CAE43,,https://cupertino.legistar.com/View.ashx?M=IC&ID=396309&GUID=D98BAC86-2221-44A1-89D3-F6A105E8FD75,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=396309&GUID=D98BAC86-2221-44A1-89D3-F6A105E8FD75&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=396309&GUID=D98BAC86-2221-44A1-89D3-F6A105E8FD75,,https://cupertino.legistar.com/View.ashx?M=M&ID=396309&GUID=D98BAC86-2221-44A1-89D3-F6A105E8FD75,,,,
