,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Audio/Video Text,Audio Text,Caption Notes Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Audio/Video URL,Audio URL,Caption Notes URL
97,Personnel Board,8/26/2015,,6:30 PM,"Sunnyvale Community Center Ballroom, 550 E. Remington Drive, Sunnyvale, CA 94087Special Meeting: Board and Commission Workshop - Civic Center Modernization Project Site Planning, 6:30 - 9:30 P.M.",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,View.ashx?M=IC&ID=420212&GUID=EB097919-2760-482A-A72A-4F3ABEC97DD2,,,MeetingDetail.aspx?ID=420212&GUID=EB097919-2760-482A-A72A-4F3ABEC97DD2&Options=info&Search=,View.ashx?M=A&ID=420212&GUID=EB097919-2760-482A-A72A-4F3ABEC97DD2,View.ashx?M=M&ID=420212&GUID=EB097919-2760-482A-A72A-4F3ABEC97DD2,,,
98,Planning Commission,8/26/2015,,6:30 PM,"Sunnyvale Community Center Ballroom, 550 E. Remington Drive, Sunnyvale, CA 94087Special Meeting: Board and Commission Workshop - Civic Center Modernization Project Site Planning, 6:30 - 9:30 P.M.",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,View.ashx?M=IC&ID=420213&GUID=D358140B-5427-40D9-B4BD-FFA7CA74904E,,,MeetingDetail.aspx?ID=420213&GUID=D358140B-5427-40D9-B4BD-FFA7CA74904E&Options=info&Search=,View.ashx?M=A&ID=420213&GUID=D358140B-5427-40D9-B4BD-FFA7CA74904E,View.ashx?M=M&ID=420213&GUID=D358140B-5427-40D9-B4BD-FFA7CA74904E,,,
99,Sustainability Commission,8/26/2015,,6:30 PM,"Sunnyvale Community Center Ballroom, 550 E. Remington Drive, Sunnyvale, CA 94087Special Meeting: Board and Commission Workshop - Civic Center Modernization Project Site Planning, 6:30 - 9:30 P.M.",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,View.ashx?M=IC&ID=420214&GUID=8B1FD222-00E5-4B5C-823C-8D0AC7DD1E67,,,MeetingDetail.aspx?ID=420214&GUID=8B1FD222-00E5-4B5C-823C-8D0AC7DD1E67&Options=info&Search=,View.ashx?M=A&ID=420214&GUID=8B1FD222-00E5-4B5C-823C-8D0AC7DD1E67,View.ashx?M=M&ID=420214&GUID=8B1FD222-00E5-4B5C-823C-8D0AC7DD1E67,,,
0,Zoning Administrator Hearing,8/26/2015,,3:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086HEARING CANCELLED",Meeting details,Not available,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=393367&GUID=A316255A-FFDC-4624-A007-CEFE0B973CEA,,,,,,,,
1,City Council,8/25/2015,,6:00 PM,Special Meeting - Study Session (Audio Only),Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=431512&GUID=D342B019-F308-4476-9C18-88245106856D,,,MeetingDetail.aspx?ID=431512&GUID=D342B019-F308-4476-9C18-88245106856D&Options=info&Search=,View.ashx?M=A&ID=431512&GUID=D342B019-F308-4476-9C18-88245106856D,View.ashx?M=M&ID=431512&GUID=D342B019-F308-4476-9C18-88245106856D,#,#,#
2,City Council,8/25/2015,,5:00 PM,"West Conference Room and Council Chambers, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meetings: Closed Session- 5 PM | Study Session- 6 PM | Regular Meeting- 7 PM",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=372650&GUID=DA03B5D2-F3AA-410F-BE9E-4998CFBEAD1F,,,MeetingDetail.aspx?ID=372650&GUID=DA03B5D2-F3AA-410F-BE9E-4998CFBEAD1F&Options=info&Search=,View.ashx?M=A&ID=372650&GUID=DA03B5D2-F3AA-410F-BE9E-4998CFBEAD1F,View.ashx?M=M&ID=372650&GUID=DA03B5D2-F3AA-410F-BE9E-4998CFBEAD1F,#,#,#
3,Planning Commission,8/24/2015,,7:00 PM,"Council Chambers and West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=373216&GUID=63D20C7B-7E54-4E83-9F0F-4F627E10CF7A,,,MeetingDetail.aspx?ID=373216&GUID=63D20C7B-7E54-4E83-9F0F-4F627E10CF7A&Options=info&Search=,View.ashx?M=A&ID=373216&GUID=63D20C7B-7E54-4E83-9F0F-4F627E10CF7A,View.ashx?M=M&ID=373216&GUID=63D20C7B-7E54-4E83-9F0F-4F627E10CF7A,#,#,#
4,Bicycle and Pedestrian Advisory Commission,8/20/2015,,6:30 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=372825&GUID=07FBA73C-D587-416D-96BA-F31CEA8F0C06,,,MeetingDetail.aspx?ID=372825&GUID=07FBA73C-D587-416D-96BA-F31CEA8F0C06&Options=info&Search=,View.ashx?M=A&ID=372825&GUID=07FBA73C-D587-416D-96BA-F31CEA8F0C06,View.ashx?M=M&ID=372825&GUID=07FBA73C-D587-416D-96BA-F31CEA8F0C06,#,#,#
5,Arts Commission,8/19/2015,,7:00 PM,"Neighborhood Room - Recreation Center, Sunnyvale Community Center, 550 E. Remington Drive, Sunnyvale, CA 94087",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=373264&GUID=1896F219-2BE7-48B2-89EF-915AB5CDEBF9,,,MeetingDetail.aspx?ID=373264&GUID=1896F219-2BE7-48B2-89EF-915AB5CDEBF9&Options=info&Search=,View.ashx?M=A&ID=373264&GUID=1896F219-2BE7-48B2-89EF-915AB5CDEBF9,View.ashx?M=M&ID=373264&GUID=1896F219-2BE7-48B2-89EF-915AB5CDEBF9,#,#,#
6,City Council,8/18/2015,,5:00 PM,"West Conference Room and Council Chambers, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meetings: Closed Session 5 PM | Study Sessions 6 PM",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=372680&GUID=6E9456AD-2628-4AB1-9B1B-50561F868864,,,MeetingDetail.aspx?ID=372680&GUID=6E9456AD-2628-4AB1-9B1B-50561F868864&Options=info&Search=,View.ashx?M=A&ID=372680&GUID=6E9456AD-2628-4AB1-9B1B-50561F868864,View.ashx?M=M&ID=372680&GUID=6E9456AD-2628-4AB1-9B1B-50561F868864,#,#,#
7,Sustainability Commission,8/17/2015,,7:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=378387&GUID=8E24D33F-0786-4918-946D-EC3CBFC540FA,,,MeetingDetail.aspx?ID=378387&GUID=8E24D33F-0786-4918-946D-EC3CBFC540FA&Options=info&Search=,View.ashx?M=A&ID=378387&GUID=8E24D33F-0786-4918-946D-EC3CBFC540FA,View.ashx?M=M&ID=378387&GUID=8E24D33F-0786-4918-946D-EC3CBFC540FA,#,#,#
8,Parks and Recreation Commission,8/12/2015,,5:00 PM,"Raynor Park, Multi-Purpose Building
1565 Quail Ave, Sunnyvale, CA 94087NOTE: Location Change
Special Meeting: 5 PM - Park Volunteer Event | Regular Meeting-7 PM",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=366056&GUID=4D960E85-F948-4EFA-959F-D44849E6A1C5,,,MeetingDetail.aspx?ID=366056&GUID=4D960E85-F948-4EFA-959F-D44849E6A1C5&Options=info&Search=,View.ashx?M=A&ID=366056&GUID=4D960E85-F948-4EFA-959F-D44849E6A1C5,View.ashx?M=M&ID=366056&GUID=4D960E85-F948-4EFA-959F-D44849E6A1C5,#,#,#
9,Zoning Administrator Hearing,8/12/2015,,3:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086HEARING CANCELLED",Meeting details,Not available,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=393366&GUID=8D75F349-46EF-4798-A24B-564222834497,,,,,,,,
10,City Council,8/11/2015,,5:30 PM,Special Meeting - Study Session (Audio Only),Meeting details,Agenda,Not available,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=420077&GUID=F989E93F-096A-4D5D-814F-B54540671288,,,MeetingDetail.aspx?ID=420077&GUID=F989E93F-096A-4D5D-814F-B54540671288&Options=info&Search=,View.ashx?M=A&ID=420077&GUID=F989E93F-096A-4D5D-814F-B54540671288,,#,#,#
11,City Council,8/11/2015,,4:30 PM,"West Conference Room and Council Chambers, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting: Study Session-4:30 PM | Study Session-5:30 PM | Regular Meeting-7 PM",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=372649&GUID=FC2E2CE3-D35A-4F52-AC8D-9E6447872DB4,,,MeetingDetail.aspx?ID=372649&GUID=FC2E2CE3-D35A-4F52-AC8D-9E6447872DB4&Options=info&Search=,View.ashx?M=A&ID=372649&GUID=FC2E2CE3-D35A-4F52-AC8D-9E6447872DB4,View.ashx?M=M&ID=372649&GUID=FC2E2CE3-D35A-4F52-AC8D-9E6447872DB4,#,#,#
12,City Council,8/11/2015,,4:30 PM,Special Meeting - Study Session (Audio Only),Meeting details,Agenda,Not available,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=420078&GUID=7AE100F2-E602-4365-8639-645BACFCEA72,,,MeetingDetail.aspx?ID=420078&GUID=7AE100F2-E602-4365-8639-645BACFCEA72&Options=info&Search=,View.ashx?M=A&ID=420078&GUID=7AE100F2-E602-4365-8639-645BACFCEA72,,#,#,#
13,Planning Commission,8/10/2015,,8:00 PM,"Council Chambers City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086STUDY SESSION CANCELLED",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=373215&GUID=F0F654E1-1671-45DC-8220-B7EF4700335B,,,MeetingDetail.aspx?ID=373215&GUID=F0F654E1-1671-45DC-8220-B7EF4700335B&Options=info&Search=,View.ashx?M=A&ID=373215&GUID=F0F654E1-1671-45DC-8220-B7EF4700335B,View.ashx?M=M&ID=373215&GUID=F0F654E1-1671-45DC-8220-B7EF4700335B,#,#,#
14,Board of Library Trustees,8/3/2015,,7:00 PM,MEETING CANCELLED,Meeting details,Not available,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=368358&GUID=921B52CC-07E2-4442-A213-466BD9D738C9,,,MeetingDetail.aspx?ID=368358&GUID=921B52CC-07E2-4442-A213-466BD9D738C9&Options=info&Search=,,,,,
15,El Camino Real Corridor Plan Advisory Committee Appointment Committee,7/29/2015,,5:00 PM,"Council Conference Room, 456 W. Olive Avenue, Sunnyvale CA 94086",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=418109&GUID=34A9DA87-5373-4B06-BB9B-E31F02B1F4C6,,,MeetingDetail.aspx?ID=418109&GUID=34A9DA87-5373-4B06-BB9B-E31F02B1F4C6&Options=info&Search=,View.ashx?M=A&ID=418109&GUID=34A9DA87-5373-4B06-BB9B-E31F02B1F4C6,,,,
16,Zoning Administrator Hearing,7/29/2015,,3:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,View.ashx?M=IC&ID=393364&GUID=457EE7FA-1E3F-4844-90CB-85033165460B,,,MeetingDetail.aspx?ID=393364&GUID=457EE7FA-1E3F-4844-90CB-85033165460B&Options=info&Search=,View.ashx?M=A&ID=393364&GUID=457EE7FA-1E3F-4844-90CB-85033165460B,View.ashx?M=M&ID=393364&GUID=457EE7FA-1E3F-4844-90CB-85033165460B,,,
17,City Council,7/28/2015,,5:00 PM,"Council Chambers and West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meetings: Closed Session-5 PM | Study Session-6 PM | Regular Meeting-7 PM",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=372648&GUID=07172233-DBFA-4578-9484-2EF1F4C0EEC7,,,MeetingDetail.aspx?ID=372648&GUID=07172233-DBFA-4578-9484-2EF1F4C0EEC7&Options=info&Search=,View.ashx?M=A&ID=372648&GUID=07172233-DBFA-4578-9484-2EF1F4C0EEC7,View.ashx?M=M&ID=372648&GUID=07172233-DBFA-4578-9484-2EF1F4C0EEC7,#,#,#
18,Planning Commission,7/27/2015,,7:00 PM,"Council Chambers and West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=373214&GUID=B8BAC8A7-BC61-43C5-AAB4-B4210C96D4B1,,,MeetingDetail.aspx?ID=373214&GUID=B8BAC8A7-BC61-43C5-AAB4-B4210C96D4B1&Options=info&Search=,View.ashx?M=A&ID=373214&GUID=B8BAC8A7-BC61-43C5-AAB4-B4210C96D4B1,View.ashx?M=M&ID=373214&GUID=B8BAC8A7-BC61-43C5-AAB4-B4210C96D4B1,#,#,#
19,Housing and Human Services Commission,7/22/2015,,7:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=338894&GUID=4573E1FA-7940-4990-A81C-7DD6E87BB15C,,,MeetingDetail.aspx?ID=338894&GUID=4573E1FA-7940-4990-A81C-7DD6E87BB15C&Options=info&Search=,View.ashx?M=A&ID=338894&GUID=4573E1FA-7940-4990-A81C-7DD6E87BB15C,View.ashx?M=M&ID=338894&GUID=4573E1FA-7940-4990-A81C-7DD6E87BB15C,#,#,#
20,Sustainability Commission,7/20/2015,,7:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=338892&GUID=CAD6EE6A-76DE-4A31-9733-1B9A4F4E00B5,,,MeetingDetail.aspx?ID=338892&GUID=CAD6EE6A-76DE-4A31-9733-1B9A4F4E00B5&Options=info&Search=,View.ashx?M=A&ID=338892&GUID=CAD6EE6A-76DE-4A31-9733-1B9A4F4E00B5,View.ashx?M=M&ID=338892&GUID=CAD6EE6A-76DE-4A31-9733-1B9A4F4E00B5,#,#,#
21,Bicycle and Pedestrian Advisory Commission,7/16/2015,,6:30 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=372823&GUID=988D66F4-B6F9-491A-8DF4-4FC0D5267E3C,,,MeetingDetail.aspx?ID=372823&GUID=988D66F4-B6F9-491A-8DF4-4FC0D5267E3C&Options=info&Search=,View.ashx?M=A&ID=372823&GUID=988D66F4-B6F9-491A-8DF4-4FC0D5267E3C,View.ashx?M=M&ID=372823&GUID=988D66F4-B6F9-491A-8DF4-4FC0D5267E3C,#,#,#
22,Arts Commission,7/15/2015,,7:00 PM,MEETING CANCELLED,Meeting details,Not available,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=373263&GUID=9139112D-FD96-4EE9-9D0C-4677022B4FEF,,,,,,,,
23,Zoning Administrator Hearing,7/15/2015,,3:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,View.ashx?M=IC&ID=393363&GUID=CEA57261-884F-46B6-9C25-1AE68DBF6E07,,,MeetingDetail.aspx?ID=393363&GUID=CEA57261-884F-46B6-9C25-1AE68DBF6E07&Options=info&Search=,View.ashx?M=A&ID=393363&GUID=CEA57261-884F-46B6-9C25-1AE68DBF6E07,View.ashx?M=M&ID=393363&GUID=CEA57261-884F-46B6-9C25-1AE68DBF6E07,,,
24,City Council,7/14/2015,,5:45 PM,"Council Chambers and West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting: Study Session- 5:45 PM | Regular Meeting- 7 PM",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=372647&GUID=A8904A9B-70A8-4F8D-9E1B-DBF1A25D8D66,,,MeetingDetail.aspx?ID=372647&GUID=A8904A9B-70A8-4F8D-9E1B-DBF1A25D8D66&Options=info&Search=,View.ashx?M=A&ID=372647&GUID=A8904A9B-70A8-4F8D-9E1B-DBF1A25D8D66,View.ashx?M=M&ID=372647&GUID=A8904A9B-70A8-4F8D-9E1B-DBF1A25D8D66,#,#,#
25,Planning Commission,7/13/2015,,6:30 PM,"Council Chambers and West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=373213&GUID=00DF0FA8-2D12-4D0A-BFBF-95747D8BFA4A,,,MeetingDetail.aspx?ID=373213&GUID=00DF0FA8-2D12-4D0A-BFBF-95747D8BFA4A&Options=info&Search=,View.ashx?M=A&ID=373213&GUID=00DF0FA8-2D12-4D0A-BFBF-95747D8BFA4A,View.ashx?M=M&ID=373213&GUID=00DF0FA8-2D12-4D0A-BFBF-95747D8BFA4A,#,#,#
26,Parks and Recreation Commission,7/8/2015,,7:00 PM,"Council Chambers, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=401892&GUID=96BEDCAA-7E51-43B3-8697-EDEBC1266110,,,MeetingDetail.aspx?ID=401892&GUID=96BEDCAA-7E51-43B3-8697-EDEBC1266110&Options=info&Search=,View.ashx?M=A&ID=401892&GUID=96BEDCAA-7E51-43B3-8697-EDEBC1266110,View.ashx?M=M&ID=401892&GUID=96BEDCAA-7E51-43B3-8697-EDEBC1266110,#,#,#
27,Board of Library Trustees,7/6/2015,,7:00 PM,MEETING CANCELLED,Meeting details,Not available,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=368357&GUID=BF08EFC4-A7B2-46E5-B416-ECD37DF7CEE5,,,MeetingDetail.aspx?ID=368357&GUID=BF08EFC4-A7B2-46E5-B416-ECD37DF7CEE5&Options=info&Search=,,,,,
28,Heritage Preservation Commission,7/1/2015,,7:00 PM,MEETING CANCELED,Meeting details,Agenda,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=385877&GUID=355BEDDA-619E-4842-B153-DDAF2D8309C5,,,MeetingDetail.aspx?ID=385877&GUID=355BEDDA-619E-4842-B153-DDAF2D8309C5&Options=info&Search=,View.ashx?M=A&ID=385877&GUID=355BEDDA-619E-4842-B153-DDAF2D8309C5,,,,
29,Housing and Human Services Commission,6/24/2015,,7:00 PM,Meeting Canceled,Meeting details,Not available,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=338899&GUID=2B1E3302-F244-4985-B4A2-380BC174482E,,,,,,,,
30,Zoning Administrator Hearing,6/24/2015,,3:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,View.ashx?M=IC&ID=393362&GUID=9641DECD-1E6A-4F86-B0DE-D63550F517F3,,,MeetingDetail.aspx?ID=393362&GUID=9641DECD-1E6A-4F86-B0DE-D63550F517F3&Options=info&Search=,View.ashx?M=A&ID=393362&GUID=9641DECD-1E6A-4F86-B0DE-D63550F517F3,View.ashx?M=M&ID=393362&GUID=9641DECD-1E6A-4F86-B0DE-D63550F517F3,,,
31,City Council,6/23/2015,,6:00 PM,Special Meeting - Study Session (Audio Only),Meeting details,Agenda,Not available,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=412561&GUID=0B969DAF-93A2-4166-A776-CCAB0D27336C,,,MeetingDetail.aspx?ID=412561&GUID=0B969DAF-93A2-4166-A776-CCAB0D27336C&Options=info&Search=,View.ashx?M=A&ID=412561&GUID=0B969DAF-93A2-4166-A776-CCAB0D27336C,,#,#,#
32,City Council,6/23/2015,,4:00 PM,"West Conference Room and Council Chambers, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meetings: Closed Sessions- 4 PM | Study Session-6 PM | Regular Meeting-7 PM",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=372646&GUID=35035344-B77B-419D-AF25-72790CCE1358,,,MeetingDetail.aspx?ID=372646&GUID=35035344-B77B-419D-AF25-72790CCE1358&Options=info&Search=,View.ashx?M=A&ID=372646&GUID=35035344-B77B-419D-AF25-72790CCE1358,View.ashx?M=M&ID=372646&GUID=35035344-B77B-419D-AF25-72790CCE1358,#,#,#
33,Planning Commission,6/22/2015,,7:00 PM,"Council Chambers and West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=373212&GUID=6C347E5E-D805-461F-B423-443408A6E629,,,MeetingDetail.aspx?ID=373212&GUID=6C347E5E-D805-461F-B423-443408A6E629&Options=info&Search=,View.ashx?M=A&ID=373212&GUID=6C347E5E-D805-461F-B423-443408A6E629,View.ashx?M=M&ID=373212&GUID=6C347E5E-D805-461F-B423-443408A6E629,#,#,#
34,Bicycle and Pedestrian Advisory Commission,6/18/2015,,6:30 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=394692&GUID=9B0D02CA-DD43-4711-A461-FDA2478B4610,,,MeetingDetail.aspx?ID=394692&GUID=9B0D02CA-DD43-4711-A461-FDA2478B4610&Options=info&Search=,View.ashx?M=A&ID=394692&GUID=9B0D02CA-DD43-4711-A461-FDA2478B4610,View.ashx?M=M&ID=394692&GUID=9B0D02CA-DD43-4711-A461-FDA2478B4610,#,#,#
35,Arts Commission,6/17/2015,,7:00 PM,"Neighborhood Room - Recreation Center, Sunnyvale Community Center, 550 E. Remington Drive, Sunnyvale, CA 94087",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=373262&GUID=AD5BF5C1-A2F5-4EAD-AB7C-43791F794C55,,,MeetingDetail.aspx?ID=373262&GUID=AD5BF5C1-A2F5-4EAD-AB7C-43791F794C55&Options=info&Search=,View.ashx?M=A&ID=373262&GUID=AD5BF5C1-A2F5-4EAD-AB7C-43791F794C55,View.ashx?M=M&ID=373262&GUID=AD5BF5C1-A2F5-4EAD-AB7C-43791F794C55,#,#,#
36,Sustainability Commission,6/15/2015,,7:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=372822&GUID=606CE60F-1F04-401E-A7BA-7AD1156DDFDB,,,MeetingDetail.aspx?ID=372822&GUID=606CE60F-1F04-401E-A7BA-7AD1156DDFDB&Options=info&Search=,View.ashx?M=A&ID=372822&GUID=606CE60F-1F04-401E-A7BA-7AD1156DDFDB,View.ashx?M=M&ID=372822&GUID=606CE60F-1F04-401E-A7BA-7AD1156DDFDB,#,#,#
37,Parks and Recreation Commission,6/10/2015,,7:00 PM,"Neighborhood Room - Recreation Center, Sunnyvale Community Center, 550 E. Remington Drive, Sunnyvale, CA 94087Note: Location Change",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=366054&GUID=7131B262-FC8A-44A9-AA04-74B6F08D13BA,,,MeetingDetail.aspx?ID=366054&GUID=7131B262-FC8A-44A9-AA04-74B6F08D13BA&Options=info&Search=,View.ashx?M=A&ID=366054&GUID=7131B262-FC8A-44A9-AA04-74B6F08D13BA,View.ashx?M=M&ID=366054&GUID=7131B262-FC8A-44A9-AA04-74B6F08D13BA,#,#,#
38,Zoning Administrator Hearing,6/10/2015,,3:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,View.ashx?M=IC&ID=393361&GUID=6E71D916-112F-4254-A20C-7308100A0422,,,MeetingDetail.aspx?ID=393361&GUID=6E71D916-112F-4254-A20C-7308100A0422&Options=info&Search=,View.ashx?M=A&ID=393361&GUID=6E71D916-112F-4254-A20C-7308100A0422,View.ashx?M=M&ID=393361&GUID=6E71D916-112F-4254-A20C-7308100A0422,,,
39,City Council,6/9/2015,,5:00 PM,"Council Chambers and West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting: Closed Sessions-5 PM | Regular Meeting-7 PM",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=372645&GUID=698F7425-DDA9-4047-AA89-CF198B76D9B7,,,MeetingDetail.aspx?ID=372645&GUID=698F7425-DDA9-4047-AA89-CF198B76D9B7&Options=info&Search=,View.ashx?M=A&ID=372645&GUID=698F7425-DDA9-4047-AA89-CF198B76D9B7,View.ashx?M=M&ID=372645&GUID=698F7425-DDA9-4047-AA89-CF198B76D9B7,#,#,#
40,Planning Commission,6/8/2015,,7:15 PM,"Council Chambers and West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086SPECIAL STUDY SESSION START TIME",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=373211&GUID=3BC6A7A8-4422-4399-807B-4FC61CF0E197,,,MeetingDetail.aspx?ID=373211&GUID=3BC6A7A8-4422-4399-807B-4FC61CF0E197&Options=info&Search=,View.ashx?M=A&ID=373211&GUID=3BC6A7A8-4422-4399-807B-4FC61CF0E197,View.ashx?M=M&ID=373211&GUID=3BC6A7A8-4422-4399-807B-4FC61CF0E197,#,#,#
41,Community Event and Neighborhood Grant Distribution Subcommittee,6/5/2015,,3:00 PM,"Council Conference Room, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,View.ashx?M=IC&ID=401733&GUID=67E2304A-322B-4398-8D1A-4E96C491DDCA,,,MeetingDetail.aspx?ID=401733&GUID=67E2304A-322B-4398-8D1A-4E96C491DDCA&Options=info&Search=,View.ashx?M=A&ID=401733&GUID=67E2304A-322B-4398-8D1A-4E96C491DDCA,View.ashx?M=M&ID=401733&GUID=67E2304A-322B-4398-8D1A-4E96C491DDCA,,,
42,Heritage Preservation Commission,6/3/2015,,7:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=385876&GUID=52DAF200-DB3B-4AF6-B0E2-886AFF1B1FC3,,,MeetingDetail.aspx?ID=385876&GUID=52DAF200-DB3B-4AF6-B0E2-886AFF1B1FC3&Options=info&Search=,View.ashx?M=A&ID=385876&GUID=52DAF200-DB3B-4AF6-B0E2-886AFF1B1FC3,View.ashx?M=M&ID=385876&GUID=52DAF200-DB3B-4AF6-B0E2-886AFF1B1FC3,#,#,#
