,city,committee,date,doc_type,url,local_path_pdf,local_path_txt,meeting_type,cancelled,month,time,doc_format,local_path_html
Biggs_2008-07-01_Special-City-Council-Meeting_Minutes,Biggs,Special City Council Meeting,2008-07-01 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2008-Agendas--Minutes/min-07-01-08-sp.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-07-01_Special-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-07-01_Special-City-Council-Meeting_Minutes.txt,,,,6:00 pm,,
Biggs_2008-06-16_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2008-06-16 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2008-Agendas--Minutes/ag-06-16-08.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-06-16_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-06-16_Regular-City-Council-Meeting_Agendas.txt,,,,6:00 pm,,
Biggs_2008-06-16_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2008-06-16 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2008-Agendas--Minutes/min-06-16-08.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-06-16_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-06-16_Regular-City-Council-Meeting_Minutes.txt,,,,6:00 pm,,
Biggs_2008-05-19_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2008-05-19 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2008-Agendas--Minutes/ag-05-19-08.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-05-19_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-05-19_Regular-City-Council-Meeting_Agendas.txt,,,,6:00 pm,,
Biggs_2008-05-19_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2008-05-19 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2008-Agendas--Minutes/min-05-19-08.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-05-19_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-05-19_Regular-City-Council-Meeting_Minutes.txt,,,,6:00 pm,,
Biggs_2008-04-28_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2008-04-28 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2008-Agendas--Minutes/ag-04-28-08.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-04-28_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-04-28_Regular-City-Council-Meeting_Agendas.txt,,,,6:00 pm,,
Biggs_2008-04-28_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2008-04-28 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2008-Agendas--Minutes/min-04-28-08.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-04-28_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-04-28_Regular-City-Council-Meeting_Minutes.txt,,,,6:00 pm,,
Biggs_2008-04-21_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2008-04-21 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2008-Agendas--Minutes/ag-04-21-08-cn.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-04-21_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-04-21_Regular-City-Council-Meeting_Agendas.txt,,,,,,
Biggs_2008-04-21_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2008-04-21 00:00:00,Minutes,,,,,,,,,
Biggs_2008-04-18_Special-City-Council-Meeting_Agendas,Biggs,Special City Council Meeting,2008-04-18 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2008-Agendas--Minutes/ag-04-18-08-sp.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-04-18_Special-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-04-18_Special-City-Council-Meeting_Agendas.txt,,,,9:00 am,,
Biggs_2008-04-18_Special-City-Council-Meeting_Minutes,Biggs,Special City Council Meeting,2008-04-18 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2008-Agendas--Minutes/min-04-18-08-sp.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-04-18_Special-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-04-18_Special-City-Council-Meeting_Minutes.txt,,,,9:00 am,,
Biggs_2008-03-31_Special-City-Council-Meeting_Agendas,Biggs,Special City Council Meeting,2008-03-31 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2008-Agendas--Minutes/ag-03-31-08-sp.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-03-31_Special-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-03-31_Special-City-Council-Meeting_Agendas.txt,,,,6:00 pm,,
Biggs_2008-03-31_Special-City-Council-Meeting_Minutes,Biggs,Special City Council Meeting,2008-03-31 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2008-Agendas--Minutes/min-03-31-08-sp.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-03-31_Special-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-03-31_Special-City-Council-Meeting_Minutes.txt,,,,6:00 pm,,
Biggs_2008-03-17_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2008-03-17 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2008-Agendas--Minutes/ag-03-17-08.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-03-17_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-03-17_Regular-City-Council-Meeting_Agendas.txt,,,,6:00 pm,,
Biggs_2008-03-17_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2008-03-17 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2008-Agendas--Minutes/min-03-17-08.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-03-17_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-03-17_Regular-City-Council-Meeting_Minutes.txt,,,,6:00 pm,,
Biggs_2008-03-10_Special-City-Council-Meeting_Agendas,Biggs,Special City Council Meeting,2008-03-10 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2008-Agendas--Minutes/ag-03-10-08-sp.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-03-10_Special-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-03-10_Special-City-Council-Meeting_Agendas.txt,,,,4:30 pm,,
Biggs_2008-03-10_Special-City-Council-Meeting_Minutes,Biggs,Special City Council Meeting,2008-03-10 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2008-Agendas--Minutes/min-03-10-08-sp.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-03-10_Special-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-03-10_Special-City-Council-Meeting_Minutes.txt,,,,4:30 pm,,
Biggs_2008-02-26_Special-Joint-City-Council-Meeting_Agendas,Biggs,Special Joint City Council Meeting,2008-02-26 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2008-Agendas--Minutes/ag-02-26-08-sp.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-02-26_Special-Joint-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-02-26_Special-Joint-City-Council-Meeting_Agendas.txt,,,,6:00 pm,,
Biggs_2008-02-26_Special-Joint-City-Council-Meeting_Minutes,Biggs,Special Joint City Council Meeting,2008-02-26 00:00:00,Minutes,,,,,,,6:00 pm,,
Biggs_2008-02-25_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2008-02-25 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2008-Agendas--Minutes/ag-02-25-08.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-02-25_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-02-25_Regular-City-Council-Meeting_Agendas.txt,,,,6:00 pm,,
Biggs_2008-02-25_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2008-02-25 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2008-Agendas--Minutes/min-02-25-08.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-02-25_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-02-25_Regular-City-Council-Meeting_Minutes.txt,,,,6:00 pm,,
Biggs_2008-02-22_Special-City-Council-Meeting_Agendas,Biggs,Special City Council Meeting,2008-02-22 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2008-Agendas--Minutes/ag-02-22-08-sp.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-02-22_Special-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-02-22_Special-City-Council-Meeting_Agendas.txt,,,,2:00 pm,,
Biggs_2008-02-22_Special-City-Council-Meeting_Minutes,Biggs,Special City Council Meeting,2008-02-22 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2008-Agendas--Minutes/min-02-22-08-sp.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-02-22_Special-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-02-22_Special-City-Council-Meeting_Minutes.txt,,,,2:00 pm,,
Biggs_2008-02-04_Special-City-Council-Meeting_Agendas,Biggs,Special City Council Meeting,2008-02-04 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2008-Agendas--Minutes/ag-02-04-08-sp.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-02-04_Special-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-02-04_Special-City-Council-Meeting_Agendas.txt,,,,4:15 pm,,
Biggs_2008-02-04_Special-City-Council-Meeting_Minutes,Biggs,Special City Council Meeting,2008-02-04 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2008-Agendas--Minutes/min-02-04-08-sp.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-02-04_Special-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-02-04_Special-City-Council-Meeting_Minutes.txt,,,,4:15 pm,,
Biggs_2008-01-28_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2008-01-28 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2008-Agendas--Minutes/ag-01-28-08.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-01-28_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-01-28_Regular-City-Council-Meeting_Agendas.txt,,,,6:00 pm,,
Biggs_2008-01-28_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2008-01-28 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2008-Agendas--Minutes/min-01-28-08.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-01-28_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2008-01-28_Regular-City-Council-Meeting_Minutes.txt,,,,6:00 pm,,
Live-Oak_2017-03-01_City-Council---Regular-Meeting_Mtg_Page,Live Oak,City Council - Regular Meeting,2017-03-01 18:00:00,mtg_page,http://liveoakca.iqm2.com/Citizens/Detail_Meeting.aspx?ID=1037,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2017-03-01_City-Council---Regular-Meeting_Mtg_Page.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2017-03-01_City-Council---Regular-Meeting_Mtg_Page.txt,,,March,,,
Biggs_2019-10-08_City-Council_Regular_Revised-Agenda,Biggs,City Council,2019-10-08 00:00:00,Revised Agenda,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2019-Agendas-Minutes/10-8-19 Revised Regular Mtg Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-10-08_City-Council_Regular_Revised-Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-10-08_City-Council_Regular_Revised-Agenda.txt,Regular,,,,pdf,
Biggs_2019-10-08_City-Council_Regular_Agenda,Biggs,City Council,2019-10-08 00:00:00,Agenda,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2019-Agendas-Minutes/10-8-19 Regular Mtg Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-10-08_City-Council_Regular_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-10-08_City-Council_Regular_Agenda.txt,Regular,,,,pdf,
Live-Oak_2019-10-02_City-Council_Regular_Agenda,Live Oak,City Council,2019-10-02 00:00:00,Agenda,http://liveoakca.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1137&Inline=True,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2019-10-02_City-Council_Regular_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2019-10-02_City-Council_Regular_Agenda.txt,Regular,,,,pdf,
Live-Oak_2019-09-18_City-Council_Regular_Agenda,Live Oak,City Council,2019-09-18 00:00:00,Agenda,http://liveoakca.iqm2.com/Citizens/FileOpen.aspx?Type=1&ID=1136&Inline=True,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2019-09-18_City-Council_Regular_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2019-09-18_City-Council_Regular_Agenda.txt,Regular,,,,pdf,
Live-Oak_2019-09-17_Planning-Commission_Regular_Agenda,Live Oak,Planning Commission,2019-09-17 00:00:00,Agenda,,,,Regular,1.0,,,pdf,
Live-Oak_2019-07-16_Planning-Commission_Regular_Agenda,Live Oak,Planning Commission,2019-07-16 00:00:00,Agenda,https://www.liveoakcity.org/index.php/downloads/planning-commission/planning-commission-agendas/planning-commission-agendas-2019/2675-planning-commission-meeting-july-16-2019/file,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2019-07-16_Planning-Commission_Regular_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2019-07-16_Planning-Commission_Regular_Agenda.txt,Regular,,,,pdf,
Gridley_2019-10-07_City-Council_Regular_Agenda,Gridley,City Council,2019-10-07 00:00:00,Agenda,http://gridley.ca.us/public/uploads/pdfs/10-7-19_agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-10-07_City-Council_Regular_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-10-07_City-Council_Regular_Agenda.txt,Regular,,,,pdf,
Gridley_2019-09-16_City-Council_Regular_Agenda,Gridley,City Council,2019-09-16 00:00:00,Agenda,http://gridley.ca.us/public/uploads/pdfs/9-16-19_agenda1.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-09-16_City-Council_Regular_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-09-16_City-Council_Regular_Agenda.txt,Regular,,,,pdf,
Gridley_2019-09-18_Planning-Commission_Regular_Agenda,Gridley,Planning Commission,2019-09-18 00:00:00,Agenda,http://gridley.ca.us/public/uploads/pdfs/PC_AGENDA_9-18-19.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-09-18_Planning-Commission_Regular_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-09-18_Planning-Commission_Regular_Agenda.txt,Regular,1.0,,,pdf,
Gridley_2019-08-14_Planning-Commission_Regular_Agenda,Gridley,Planning Commission,2019-08-14 00:00:00,Agenda,http://gridley.ca.us/public/uploads/pdfs/08-14-19_PC_Agenda1.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-08-14_Planning-Commission_Regular_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-08-14_Planning-Commission_Regular_Agenda.txt,Regular,,,,pdf,
Biggs_2019-10-08_City-Council_Regular_Minutes,Biggs,City Council,2019-10-08 00:00:00,Minutes,,,,Regular,,,,pdf,
Biggs_2019-09-10_City-Council_Regular_Minutes,Biggs,City Council,2019-09-10 00:00:00,Minutes,,,,Regular,,,,pdf,
Biggs_2019-08-13_City-Council_Regular_Minutes,Biggs,City Council,2019-08-13 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/8-13-19 Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-08-13_City-Council_Regular_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-08-13_City-Council_Regular_Minutes.txt,Regular,,,,pdf,
Biggs_2019-07-09_City-Council_Regular_Minutes,Biggs,City Council,2019-07-09 00:00:00,Minutes,https://www.biggs-ca.gov/documents/7-9-19 Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-07-09_City-Council_Regular_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-07-09_City-Council_Regular_Minutes.txt,Regular,,,,pdf,
Live-Oak_2019-10-02_City-Council_Regular_Minutes,Live Oak,City Council,2019-10-02 00:00:00,Minutes,,,,Regular,,,,pdf,
Live-Oak_2019-09-18_City-Council_Regular_Minutes,Live Oak,City Council,2019-09-18 00:00:00,Minutes,,,,Regular,,,,pdf,
Gridley_2019-10-07_City-Council_Regular_Minutes,Gridley,City Council,2019-10-07 00:00:00,Minutes,,,,Regular,,,,pdf,
Gridley_2019-09-16_City-Council_Regular_Minutes,Gridley,City Council,2019-09-16 00:00:00,Minutes,,,,Regular,,,,pdf,
Gridley_2019-08-19_City-Council_Regular_Minutes,Gridley,City Council,2019-08-19 00:00:00,Minutes,http://gridley.ca.us/public/uploads/pdfs/8-19-19_minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-08-19_City-Council_Regular_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-08-19_City-Council_Regular_Minutes.txt,Regular,,,,pdf,
Gridley_2019-08-05_City-Council_Regular_Minutes,Gridley,City Council,2019-08-05 00:00:00,Minutes,http://gridley.ca.us/public/uploads/pdfs/8-5-19_minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-08-05_City-Council_Regular_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-08-05_City-Council_Regular_Minutes.txt,Regular,,,,pdf,
Gridley_2019-07-10_Planning-Commission_Regular_Minutes,Gridley,Planning Commission,2019-07-10 00:00:00,Minutes,,,,Regular,,,,pdf,
Gridley_2019-08-08_Planning-Commission_Regular_Minutes,Gridley,Planning Commission,2019-08-08 00:00:00,Minutes,http://gridley.ca.us/public/uploads/pdfs/8-8-18_PC_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-08-08_Planning-Commission_Regular_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-08-08_Planning-Commission_Regular_Minutes.txt,Regular,,,,pdf,
Live-Oak_2016-11-16_City-Council_Regular-Meeting_Mtg_Page,Live Oak,City Council,2016-11-16 18:00:00,mtg_page,http://liveoakca.iqm2.com/Citizens/Detail_Meeting.aspx?ID=1023,,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2016-11-16_City-Council_Regular-Meeting_Mtg_Page.txt,Regular Meeting,,November,,html,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2016-11-16_City-Council_Regular-Meeting_Mtg_Page.html
Live-Oak_2016-11-16_City-Council_Regular-Meeting_Agenda,Live Oak,City Council,2016-11-16 18:00:00,Agenda,http://liveoakca.iqm2.com/Citizens/FileOpen.aspx?Type=14&ID=1029&Inline=True,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2016-11-16_City-Council_Regular-Meeting_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2016-11-16_City-Council_Regular-Meeting_Agenda.txt,Regular Meeting,,November,,pdf,
Live-Oak_2016-12-07_City-Council_Regular-Meeting_Mtg_Page,Live Oak,City Council,2016-12-07 18:00:00,mtg_page,http://liveoakca.iqm2.com/Citizens/Detail_Meeting.aspx?ID=1025,,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2016-12-07_City-Council_Regular-Meeting_Mtg_Page.txt,Regular Meeting,,December,,html,/Users/chris/Dropbox/projects/autolocal/data/docs/live-oak/Live-Oak_2016-12-07_City-Council_Regular-Meeting_Mtg_Page.html
Gridley_2019-10-21_City-Council_Agenda,Gridley,City Council,2019-10-21 00:00:00,Agenda,http://gridley.ca.us/public/uploads/pdfs/10-21-19_agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-10-21_City-Council_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-10-21_City-Council_Agenda.txt,,,,,pdf,
